User_ID,Age,Gender,Country,Subscription_Status,Total_WatchTime,Device
SF_1240,26,FEMALE,FRANCE,Subscriber,162,Smart TV
SF_1241,52,MALE,ITALY,Free,16,Tablet
SF_1242,16,FEMALE,ITALY,Subscriber,76,Tablet
SF_1243,31,MALE,INDIA,Subscriber,459,Smart TV
SF_1244,49,MALE,UK,Subscriber,342,Smart TV
SF_1245,52,MALE,USA,Subscriber,90,Mobile
SF_1246,26,MALE,UK,Subscriber,244,Smart TV
SF_1247,41,MALE,USA,Free,333,Mobile
SF_1248,59,FEMALE,CANADA,Subscriber,327,Mobile
SF_1249,41,MALE,USA,Subscriber,145,Tablet
SF_1250,27,MALE,FRANCE,Subscriber,213,Smart TV
SF_1251,61,MALE,UK,Subscriber,135,Desktop
SF_1252,61,MALE,UK,Free,230,Desktop
SF_1253,51,FEMALE,USA,Free,194,Mobile
SF_1254,41,FEMALE,INDIA,Free,347,Tablet
SF_1255,23,MALE,FRANCE,Subscriber,170,Tablet
SF_1256,13,MALE,CANADA,Subscriber,41,Smart TV
SF_1257,17,FEMALE,UK,Free,422,Tablet
SF_1258,60,MALE,FRANCE,Subscriber,67,Desktop
SF_1259,13,MALE,USA,Subscriber,192,Desktop
SF_1260,35,MALE,UK,Free,450,Tablet
SF_1261,58,MALE,CANADA,Subscriber,188,Desktop
SF_1262,32,MALE,CANADA,Free,339,Mobile
SF_1263,32,MALE,ITALY,Subscriber,89,Mobile
SF_1264,55,MALE,INDIA,Free,77,Tablet
SF_1265,57,FEMALE,INDIA,Free,96,Desktop
SF_1266,41,MALE,INDIA,Free,63,Mobile
SF_1267,19,MALE,FRANCE,Subscriber,213,Mobile
SF_1268,37,MALE,FRANCE,Subscriber,171,Mobile
SF_1269,21,FEMALE,FRANCE,Subscriber,484,Smart TV
SF_1270,30,MALE,USA,Subscriber,343,Tablet
SF_1271,61,FEMALE,FRANCE,Free,158,Desktop
SF_1272,26,MALE,UK,Free,130,Mobile
SF_1273,63,MALE,USA,Free,164,Tablet
SF_1274,12,MALE,USA,Subscriber,195,Mobile
SF_1275,39,MALE,CANADA,Free,335,Tablet
SF_1276,31,MALE,CANADA,Free,275,Mobile
SF_1277,22,FEMALE,INDIA,Subscriber,69,Mobile
SF_1278,19,MALE,ITALY,Subscriber,54,Desktop
SF_1279,15,MALE,INDIA,Free,135,Tablet
SF_1280,50,MALE,UK,Subscriber,172,Tablet
SF_1281,36,MALE,CANADA,Free,237,Mobile
SF_1282,33,MALE,FRANCE,Free,425,Mobile
SF_1283,49,FEMALE,FRANCE,Subscriber,355,Smart TV
SF_1284,14,MALE,UK,Subscriber,374,Smart TV
SF_1285,52,MALE,ITALY,Subscriber,300,Smart TV
SF_1286,50,MALE,FRANCE,Free,369,Desktop
SF_1287,55,FEMALE,FRANCE,Subscriber,88,Desktop
SF_1288,65,FEMALE,ITALY,Free,93,Mobile
SF_1289,19,MALE,CANADA,Free,313,Mobile
SF_1290,36,MALE,CANADA,Free,469,Mobile
SF_1291,42,FEMALE,USA,Subscriber,187,Tablet
SF_1292,13,MALE,INDIA,Subscriber,331,Mobile
SF_1293,53,MALE,UK,Subscriber,418,Tablet
SF_1294,29,FEMALE,FRANCE,Free,272,Desktop
SF_1295,51,FEMALE,ITALY,Free,33,Smart TV
SF_1296,19,MALE,INDIA,Free,497,Smart TV
SF_1297,30,MALE,USA,Free,386,Tablet
SF_1298,43,MALE,UK,Subscriber,71,Mobile
SF_1299,24,MALE,USA,Free,266,Desktop
SF_1300,10,MALE,FRANCE,Free,216,Smart TV
SF_1301,26,FEMALE,FRANCE,Subscriber,421,Mobile
SF_1302,24,MALE,CANADA,Subscriber,103,Tablet
SF_1303,26,MALE,CANADA,Free,138,Desktop
SF_1304,37,MALE,CANADA,Free,151,Smart TV
SF_1305,37,MALE,ITALY,Free,218,Smart TV
SF_1306,33,MALE,UK,Free,438,Mobile
SF_1307,27,MALE,CANADA,Free,172,Mobile
SF_1308,45,MALE,CANADA,Subscriber,462,Smart TV
SF_1309,22,MALE,CANADA,Subscriber,216,Smart TV
SF_1310,48,MALE,INDIA,Free,300,Smart TV
SF_1311,22,MALE,CANADA,Free,50,Mobile
SF_1312,13,MALE,INDIA,Free,318,Tablet
SF_1313,26,MALE,INDIA,Subscriber,138,Smart TV
SF_1314,54,FEMALE,UK,Subscriber,374,Smart TV
SF_1315,14,MALE,UK,Subscriber,472,Tablet
SF_1316,27,MALE,FRANCE,Free,64,Mobile
SF_1317,20,MALE,ITALY,Free,114,Mobile
SF_1318,19,MALE,FRANCE,Free,143,Mobile
SF_1319,10,FEMALE,CANADA,Subscriber,109,Tablet
SF_1320,24,MALE,CANADA,Free,44,Mobile
SF_1321,36,FEMALE,INDIA,Free,366,Tablet
SF_1322,10,MALE,CANADA,Subscriber,396,Desktop
SF_1323,54,FEMALE,INDIA,Subscriber,260,Smart TV
SF_1324,31,MALE,UK,Subscriber,324,Tablet
SF_1325,55,MALE,CANADA,Free,348,Desktop
SF_1326,59,FEMALE,FRANCE,Free,355,Tablet
SF_1327,26,MALE,INDIA,Subscriber,226,Tablet
SF_1328,49,MALE,USA,Subscriber,475,Tablet
SF_1329,51,MALE,ITALY,Subscriber,249,Tablet
SF_1330,41,MALE,INDIA,Free,306,Tablet
SF_1331,19,MALE,USA,Subscriber,110,Desktop
SF_1332,33,MALE,UK,Subscriber,328,Smart TV
SF_1333,11,MALE,FRANCE,Subscriber,175,Desktop
SF_1334,50,MALE,INDIA,Free,201,Mobile
SF_1335,37,MALE,ITALY,Free,445,Smart TV
SF_1336,40,FEMALE,USA,Subscriber,361,Desktop
SF_1337,46,MALE,UK,Free,54,Desktop
SF_1338,56,MALE,UK,Free,20,Tablet
SF_1339,62,MALE,ITALY,Free,120,Tablet
SF_1340,26,MALE,ITALY,Subscriber,338,Mobile
SF_1341,58,MALE,INDIA,Subscriber,117,Mobile
SF_1342,55,MALE,UK,Subscriber,90,Tablet
SF_1343,19,MALE,INDIA,Free,39,Desktop
SF_1344,43,FEMALE,CANADA,Free,121,Desktop
SF_1345,57,FEMALE,INDIA,Subscriber,341,Desktop
SF_1346,11,MALE,INDIA,Subscriber,224,Desktop
SF_1347,44,FEMALE,CANADA,Free,171,Mobile
SF_1348,45,FEMALE,FRANCE,Subscriber,24,Smart TV
SF_1349,19,MALE,CANADA,Free,359,Desktop
SF_1350,65,FEMALE,USA,Free,367,Desktop
SF_1351,31,FEMALE,FRANCE,Free,379,Smart TV
SF_1352,39,MALE,UK,Free,244,Tablet
SF_1353,41,MALE,INDIA,Subscriber,222,Mobile
SF_1354,48,FEMALE,UK,Free,78,Mobile
SF_1355,62,FEMALE,INDIA,Subscriber,272,Tablet
SF_1356,21,FEMALE,CANADA,Subscriber,167,Smart TV
SF_1357,51,MALE,ITALY,Subscriber,173,Smart TV
SF_1358,44,MALE,UK,Subscriber,94,Desktop
SF_1359,30,MALE,ITALY,Free,319,Tablet
SF_1360,60,MALE,UK,Subscriber,459,Smart TV
SF_1361,46,FEMALE,ITALY,Subscriber,397,Tablet
SF_1362,37,MALE,ITALY,Subscriber,136,Smart TV
SF_1363,28,MALE,UK,Free,493,Desktop
SF_1364,49,FEMALE,INDIA,Free,76,Desktop
SF_1365,21,FEMALE,FRANCE,Subscriber,80,Desktop
SF_1366,21,MALE,ITALY,Subscriber,213,Mobile
SF_1367,49,MALE,INDIA,Subscriber,430,Desktop
SF_1368,35,FEMALE,FRANCE,Free,75,Desktop
SF_1369,33,MALE,CANADA,Subscriber,326,Desktop
SF_1370,44,MALE,INDIA,Subscriber,330,Mobile
SF_1371,59,FEMALE,FRANCE,Subscriber,52,Mobile
SF_1372,64,MALE,CANADA,Free,180,Smart TV
SF_1373,61,FEMALE,INDIA,Subscriber,302,Mobile
SF_1374,48,MALE,CANADA,Free,350,Smart TV
SF_1375,33,FEMALE,FRANCE,Free,341,Smart TV
SF_1376,36,FEMALE,USA,Free,14,Tablet
SF_1377,36,MALE,FRANCE,Free,57,Mobile
SF_1378,38,FEMALE,INDIA,Free,240,Mobile
SF_1379,33,FEMALE,CANADA,Free,188,Desktop
SF_1380,38,MALE,ITALY,Free,498,Smart TV
SF_1381,18,MALE,FRANCE,Subscriber,405,Mobile
SF_1382,25,FEMALE,USA,Subscriber,257,Tablet
SF_1383,44,FEMALE,FRANCE,Subscriber,365,Desktop
SF_1384,21,MALE,USA,Subscriber,107,Mobile
SF_1385,19,FEMALE,USA,Subscriber,180,Mobile
SF_1386,19,FEMALE,ITALY,Free,245,Tablet
SF_1387,10,FEMALE,FRANCE,Free,73,Tablet
SF_1388,15,MALE,FRANCE,Subscriber,364,Mobile
SF_1389,18,MALE,CANADA,Free,139,Tablet
SF_1390,30,MALE,USA,Subscriber,164,Smart TV
SF_1391,23,MALE,FRANCE,Free,248,Desktop
SF_1392,43,MALE,USA,Subscriber,213,Desktop
SF_1393,25,MALE,INDIA,Subscriber,370,Smart TV
SF_1394,59,FEMALE,CANADA,Free,126,Desktop
SF_1395,46,MALE,USA,Free,113,Smart TV
SF_1396,48,FEMALE,FRANCE,Free,325,Smart TV
SF_1397,64,MALE,ITALY,Subscriber,66,Smart TV
SF_1398,29,FEMALE,CANADA,Subscriber,385,Tablet
SF_1399,57,MALE,INDIA,Free,373,Tablet
SF_1400,57,MALE,ITALY,Subscriber,381,Desktop
SF_1401,27,FEMALE,INDIA,Subscriber,30,Tablet
SF_1402,43,MALE,UK,Subscriber,45,Desktop
SF_1403,43,FEMALE,FRANCE,Free,209,Mobile
SF_1404,26,MALE,USA,Free,368,Smart TV
SF_1405,45,MALE,UK,Free,306,Tablet
SF_1406,57,MALE,CANADA,Free,131,Desktop
SF_1407,34,FEMALE,USA,Subscriber,94,Mobile
SF_1408,65,MALE,UK,Free,254,Desktop
SF_1409,46,MALE,UK,Free,414,Smart TV
SF_1410,61,MALE,USA,Subscriber,117,Tablet
SF_1411,50,MALE,INDIA,Free,133,Smart TV
SF_1412,27,MALE,UK,Subscriber,29,Mobile
SF_1413,48,MALE,CANADA,Subscriber,43,Desktop
SF_1414,32,MALE,UK,Free,468,Mobile
SF_1415,56,MALE,USA,Free,190,Tablet
SF_1416,64,MALE,ITALY,Free,456,Smart TV
SF_1417,51,MALE,ITALY,Subscriber,229,Mobile
SF_1418,37,MALE,UK,Subscriber,389,Tablet
SF_1419,10,FEMALE,USA,Subscriber,226,Tablet
SF_1420,32,MALE,CANADA,Free,13,Mobile
SF_1421,18,FEMALE,USA,Subscriber,377,Smart TV
SF_1422,22,MALE,CANADA,Subscriber,27,Smart TV
SF_1423,34,MALE,INDIA,Subscriber,332,Smart TV
SF_1424,18,MALE,FRANCE,Subscriber,496,Smart TV
SF_1425,33,MALE,ITALY,Free,386,Desktop
SF_1426,23,MALE,INDIA,Free,150,Smart TV
SF_1427,12,MALE,UK,Subscriber,414,Desktop
SF_1428,14,FEMALE,INDIA,Subscriber,56,Desktop
SF_1429,27,FEMALE,CANADA,Free,186,Tablet
SF_1430,54,MALE,USA,Free,94,Tablet
SF_1431,13,MALE,CANADA,Free,235,Mobile
SF_1432,36,MALE,CANADA,Free,33,Smart TV
SF_1433,40,FEMALE,USA,Subscriber,393,Mobile
SF_1434,62,FEMALE,FRANCE,Subscriber,485,Tablet
SF_1435,44,MALE,ITALY,Subscriber,248,Smart TV
SF_1436,54,FEMALE,UK,Free,52,Smart TV
SF_1437,57,MALE,FRANCE,Free,318,Mobile
SF_1438,18,MALE,USA,Subscriber,325,Smart TV
SF_1439,40,MALE,FRANCE,Subscriber,399,Desktop
SF_1440,12,MALE,CANADA,Free,99,Mobile
SF_1441,34,MALE,FRANCE,Free,204,Mobile
SF_1442,25,MALE,USA,Free,91,Desktop
SF_1443,38,MALE,CANADA,Subscriber,351,Desktop
SF_1444,11,FEMALE,UK,Subscriber,115,Smart TV
SF_1445,34,MALE,CANADA,Subscriber,341,Desktop
SF_1446,55,MALE,INDIA,Subscriber,428,Tablet
SF_1447,45,MALE,USA,Free,106,Mobile
SF_1448,20,FEMALE,ITALY,Free,425,Smart TV
SF_1449,44,MALE,FRANCE,Subscriber,252,Smart TV
SF_1450,34,MALE,UK,Subscriber,381,Smart TV
SF_1451,20,MALE,CANADA,Free,124,Mobile
SF_1452,20,FEMALE,ITALY,Free,388,Smart TV
SF_1453,61,MALE,ITALY,Free,304,Tablet
SF_1454,21,MALE,INDIA,Subscriber,208,Mobile
SF_1455,37,FEMALE,ITALY,Free,423,Tablet
SF_1456,65,MALE,CANADA,Subscriber,460,Tablet
SF_1457,10,MALE,ITALY,Subscriber,456,Tablet
SF_1458,58,MALE,INDIA,Free,55,Tablet
SF_1459,32,FEMALE,INDIA,Subscriber,333,Smart TV
SF_1460,60,FEMALE,USA,Subscriber,278,Mobile
SF_1461,19,FEMALE,FRANCE,Subscriber,267,Smart TV
SF_1462,34,MALE,ITALY,Subscriber,392,Desktop
SF_1463,52,MALE,FRANCE,Subscriber,163,Desktop
SF_1464,62,MALE,CANADA,Free,345,Desktop
SF_1465,28,MALE,INDIA,Free,436,Tablet
SF_1466,15,MALE,INDIA,Free,123,Smart TV
SF_1467,26,MALE,UK,Free,456,Mobile
SF_1468,30,MALE,ITALY,Free,199,Smart TV
SF_1469,10,MALE,FRANCE,Free,192,Tablet
SF_1470,47,MALE,CANADA,Subscriber,413,Smart TV
SF_1471,14,MALE,ITALY,Free,432,Desktop
SF_1472,50,MALE,USA,Subscriber,221,Tablet
SF_1473,31,MALE,UK,Subscriber,419,Mobile
SF_1474,37,MALE,UK,Subscriber,307,Mobile
SF_1475,45,FEMALE,UK,Subscriber,432,Smart TV
SF_1476,36,FEMALE,ITALY,Free,428,Tablet
SF_1477,26,FEMALE,FRANCE,Subscriber,361,Mobile
SF_1478,39,MALE,INDIA,Subscriber,368,Tablet
SF_1479,57,FEMALE,INDIA,Subscriber,200,Smart TV
SF_1480,59,MALE,ITALY,Subscriber,213,Smart TV
SF_1481,31,MALE,ITALY,Subscriber,267,Tablet
SF_1482,14,MALE,USA,Subscriber,85,Smart TV
SF_1483,21,MALE,FRANCE,Free,395,Smart TV
SF_1484,9,MALE,ITALY,Free,254,Smart TV
SF_1485,54,FEMALE,INDIA,Subscriber,384,Tablet
SF_1486,65,MALE,UK,Subscriber,257,Desktop
SF_1487,36,MALE,INDIA,Free,43,Mobile
SF_1488,37,MALE,CANADA,Free,66,Tablet
SF_1489,29,FEMALE,INDIA,Free,480,Smart TV
SF_1490,65,MALE,FRANCE,Free,213,Smart TV
SF_1491,53,MALE,ITALY,Free,179,Desktop
SF_1492,24,MALE,CANADA,Free,65,Mobile
SF_1493,56,FEMALE,CANADA,Subscriber,467,Desktop
SF_1494,61,MALE,ITALY,Free,174,Smart TV
SF_1495,20,MALE,ITALY,Subscriber,307,Desktop
SF_1496,58,MALE,FRANCE,Free,253,Smart TV
SF_1497,60,MALE,CANADA,Subscriber,499,Tablet
SF_1498,61,MALE,ITALY,Free,151,Desktop
SF_1499,53,MALE,ITALY,Free,86,Mobile
SF_1500,38,MALE,INDIA,Free,81,Tablet
SF_1501,52,MALE,UK,Free,182,Smart TV
SF_1502,49,MALE,FRANCE,Free,135,Smart TV
SF_1503,24,MALE,CANADA,Free,337,Mobile
SF_1504,54,MALE,ITALY,Subscriber,249,Tablet
SF_1505,22,MALE,FRANCE,Free,157,Desktop
SF_1506,33,MALE,FRANCE,Free,216,Mobile
SF_1507,61,MALE,INDIA,Subscriber,473,Smart TV
SF_1508,58,FEMALE,INDIA,Subscriber,455,Tablet
SF_1509,51,MALE,CANADA,Subscriber,394,Smart TV
SF_1510,58,FEMALE,INDIA,Free,218,Smart TV
SF_1511,55,MALE,FRANCE,Free,193,Smart TV
SF_1512,65,MALE,USA,Free,367,Desktop
SF_1513,20,FEMALE,FRANCE,Free,492,Tablet
SF_1514,41,MALE,INDIA,Subscriber,11,Desktop
SF_1515,29,MALE,CANADA,Subscriber,264,Tablet
SF_1516,14,FEMALE,INDIA,Subscriber,323,Mobile
SF_1517,28,MALE,UK,Subscriber,177,Tablet
SF_1518,44,MALE,FRANCE,Subscriber,464,Mobile
SF_1519,35,MALE,INDIA,Free,120,Tablet
SF_1520,34,MALE,FRANCE,Free,61,Smart TV
SF_1521,25,FEMALE,ITALY,Subscriber,219,Tablet
SF_1522,41,MALE,UK,Subscriber,382,Mobile
SF_1523,21,MALE,UK,Subscriber,301,Mobile
SF_1524,12,MALE,ITALY,Free,68,Mobile
SF_1525,65,FEMALE,USA,Free,276,Mobile
SF_1526,21,MALE,CANADA,Free,126,Desktop
SF_1527,12,MALE,FRANCE,Free,394,Tablet
SF_1528,44,MALE,CANADA,Subscriber,82,Mobile
SF_1529,25,MALE,INDIA,Free,205,Tablet
SF_1530,11,MALE,INDIA,Subscriber,39,Desktop
SF_1531,10,MALE,USA,Subscriber,108,Mobile
SF_1532,16,MALE,INDIA,Subscriber,77,Smart TV
SF_1533,14,MALE,UK,Free,108,Desktop
SF_1534,52,MALE,ITALY,Free,337,Smart TV
SF_1535,55,FEMALE,USA,Free,124,Mobile
SF_1536,22,FEMALE,UK,Subscriber,317,Tablet
SF_1537,52,MALE,USA,Free,150,Smart TV
SF_1538,30,MALE,UK,Free,452,Smart TV
SF_1539,63,MALE,UK,Subscriber,16,Smart TV
SF_1540,27,MALE,CANADA,Free,309,Desktop
SF_1541,45,MALE,INDIA,Subscriber,367,Tablet
SF_1542,41,MALE,USA,Subscriber,111,Desktop
SF_1543,10,MALE,UK,Subscriber,307,Mobile
SF_1544,16,MALE,CANADA,Free,218,Smart TV
SF_1545,19,MALE,INDIA,Free,56,Desktop
SF_1546,43,MALE,UK,Free,180,Tablet
SF_1547,62,MALE,ITALY,Subscriber,42,Mobile
SF_1548,58,MALE,INDIA,Subscriber,216,Smart TV
SF_1549,27,MALE,UK,Subscriber,316,Desktop
SF_1550,63,MALE,FRANCE,Subscriber,146,Desktop
SF_1551,10,MALE,INDIA,Free,42,Desktop
SF_1552,26,MALE,CANADA,Free,248,Mobile
SF_1553,44,FEMALE,INDIA,Free,402,Desktop
SF_1554,64,FEMALE,USA,Subscriber,442,Tablet
SF_1555,43,FEMALE,INDIA,Subscriber,376,Smart TV
SF_1556,58,MALE,CANADA,Subscriber,189,Smart TV
SF_1557,23,FEMALE,INDIA,Free,333,Tablet
SF_1558,37,MALE,UK,Subscriber,460,Smart TV
SF_1559,56,MALE,USA,Free,431,Tablet
SF_1560,24,FEMALE,USA,Subscriber,117,Smart TV
SF_1561,51,FEMALE,UK,Subscriber,85,Desktop
SF_1562,36,MALE,FRANCE,Free,279,Mobile
SF_1563,9,FEMALE,ITALY,Free,260,Mobile
SF_1564,42,MALE,FRANCE,Subscriber,142,Desktop
SF_1565,35,MALE,INDIA,Free,99,Mobile
SF_1566,57,MALE,FRANCE,Subscriber,13,Mobile
SF_1567,62,MALE,CANADA,Free,29,Smart TV
SF_1568,46,FEMALE,USA,Subscriber,451,Smart TV
SF_1569,25,FEMALE,CANADA,Subscriber,306,Desktop
SF_1570,39,MALE,UK,Free,472,Desktop
SF_1571,46,MALE,USA,Subscriber,221,Tablet
SF_1572,28,FEMALE,INDIA,Free,338,Desktop
SF_1573,61,MALE,FRANCE,Subscriber,69,Mobile
SF_1574,17,MALE,ITALY,Free,94,Mobile
SF_1575,26,FEMALE,CANADA,Subscriber,164,Tablet
SF_1576,43,FEMALE,USA,Free,378,Smart TV
SF_1577,60,MALE,UK,Free,372,Mobile
SF_1578,39,MALE,CANADA,Subscriber,285,Desktop
SF_1579,59,MALE,USA,Subscriber,83,Mobile
SF_1580,38,FEMALE,FRANCE,Free,499,Smart TV
SF_1581,18,FEMALE,UK,Subscriber,35,Smart TV
SF_1582,16,MALE,INDIA,Free,17,Desktop
SF_1583,36,MALE,UK,Free,154,Mobile
SF_1584,38,MALE,UK,Subscriber,392,Smart TV
SF_1585,28,MALE,ITALY,Subscriber,137,Tablet
SF_1586,33,MALE,ITALY,Free,139,Tablet
SF_1587,44,FEMALE,CANADA,Free,364,Smart TV
SF_1588,9,MALE,UK,Free,79,Mobile
SF_1589,64,MALE,USA,Subscriber,195,Mobile
SF_1590,27,MALE,USA,Subscriber,182,Mobile
SF_1591,35,MALE,ITALY,Subscriber,226,Tablet
SF_1592,27,MALE,UK,Free,289,Smart TV
SF_1593,11,MALE,CANADA,Subscriber,233,Desktop
SF_1594,31,FEMALE,USA,Free,395,Smart TV
SF_1595,11,MALE,USA,Subscriber,303,Desktop
SF_1596,24,FEMALE,ITALY,Free,273,Mobile
SF_1597,29,MALE,CANADA,Subscriber,345,Smart TV
SF_1598,9,MALE,CANADA,Subscriber,169,Mobile
SF_1599,53,MALE,FRANCE,Subscriber,477,Smart TV
SF_1600,53,MALE,USA,Subscriber,420,Mobile
SF_1601,40,MALE,UK,Free,458,Mobile
SF_1602,59,FEMALE,USA,Subscriber,95,Desktop
SF_1603,52,FEMALE,USA,Free,346,Tablet
SF_1604,58,MALE,ITALY,Free,82,Smart TV
SF_1605,38,FEMALE,USA,Free,277,Desktop
SF_1606,44,FEMALE,USA,Subscriber,397,Desktop
SF_1607,55,MALE,UK,Free,397,Mobile
SF_1608,23,MALE,USA,Free,224,Mobile
SF_1609,64,FEMALE,USA,Free,200,Desktop
SF_1610,43,MALE,ITALY,Subscriber,34,Desktop
SF_1611,51,MALE,FRANCE,Free,438,Tablet
SF_1612,12,MALE,FRANCE,Subscriber,105,Mobile
SF_1613,63,MALE,USA,Free,352,Mobile
SF_1614,44,MALE,CANADA,Subscriber,123,Tablet
SF_1615,55,FEMALE,ITALY,Free,14,Smart TV
SF_1616,48,MALE,CANADA,Free,439,Tablet
SF_1617,28,MALE,INDIA,Free,321,Mobile
SF_1618,17,MALE,CANADA,Free,312,Mobile
SF_1619,36,MALE,FRANCE,Free,279,Smart TV
SF_1620,57,MALE,INDIA,Subscriber,238,Mobile
SF_1621,59,MALE,CANADA,Subscriber,248,Smart TV
SF_1622,32,MALE,FRANCE,Free,324,Smart TV
SF_1623,22,MALE,UK,Subscriber,98,Desktop
SF_1624,43,MALE,INDIA,Free,137,Mobile
SF_1625,30,MALE,FRANCE,Subscriber,13,Desktop
SF_1626,53,MALE,CANADA,Free,310,Mobile
SF_1627,19,MALE,INDIA,Free,94,Smart TV
SF_1628,22,MALE,INDIA,Free,166,Mobile
SF_1629,63,MALE,ITALY,Subscriber,420,Tablet
SF_1630,36,MALE,CANADA,Subscriber,292,Desktop
SF_1631,12,FEMALE,ITALY,Subscriber,239,Mobile
SF_1632,28,MALE,INDIA,Subscriber,166,Mobile
SF_1633,44,FEMALE,INDIA,Subscriber,451,Mobile
SF_1634,63,FEMALE,UK,Subscriber,136,Mobile
SF_1635,53,MALE,USA,Free,104,Smart TV
SF_1636,48,FEMALE,INDIA,Subscriber,450,Mobile
SF_1637,62,MALE,UK,Free,156,Smart TV
SF_1638,19,FEMALE,UK,Subscriber,184,Smart TV
SF_1639,24,MALE,ITALY,Free,118,Mobile
SF_1640,12,MALE,USA,Free,83,Desktop
SF_1641,30,MALE,USA,Free,147,Smart TV
SF_1642,60,MALE,CANADA,Free,175,Smart TV
SF_1643,55,MALE,UK,Free,324,Tablet
SF_1644,42,MALE,ITALY,Subscriber,347,Smart TV
SF_1645,22,FEMALE,UK,Subscriber,359,Mobile
SF_1646,53,MALE,ITALY,Subscriber,152,Tablet
SF_1647,50,MALE,USA,Subscriber,415,Tablet
SF_1648,35,MALE,UK,Free,345,Smart TV
SF_1649,54,MALE,ITALY,Subscriber,90,Smart TV
SF_1650,52,MALE,UK,Subscriber,288,Desktop
SF_1651,21,MALE,FRANCE,Subscriber,26,Desktop
SF_1652,14,MALE,UK,Subscriber,289,Desktop
SF_1653,58,MALE,USA,Free,142,Tablet
SF_1654,38,FEMALE,ITALY,Subscriber,117,Mobile
SF_1655,24,MALE,UK,Subscriber,102,Tablet
SF_1656,9,MALE,INDIA,Subscriber,93,Desktop
SF_1657,28,FEMALE,CANADA,Subscriber,383,Smart TV
SF_1658,62,FEMALE,UK,Subscriber,466,Desktop
SF_1659,61,FEMALE,ITALY,Free,107,Smart TV
SF_1660,12,FEMALE,UK,Subscriber,140,Tablet
SF_1661,65,MALE,ITALY,Free,87,Smart TV
SF_1662,45,MALE,ITALY,Subscriber,341,Mobile
SF_1663,57,MALE,FRANCE,Free,310,Desktop
SF_1664,51,FEMALE,UK,Subscriber,355,Mobile
SF_1665,30,MALE,FRANCE,Free,346,Mobile
SF_1666,38,MALE,FRANCE,Free,43,Smart TV
SF_1667,37,MALE,INDIA,Free,241,Desktop
SF_1668,46,MALE,INDIA,Subscriber,252,Tablet
SF_1669,51,FEMALE,ITALY,Free,15,Smart TV
SF_1670,52,FEMALE,INDIA,Subscriber,320,Smart TV
SF_1671,27,MALE,UK,Free,399,Mobile
SF_1672,54,MALE,INDIA,Free,319,Smart TV
SF_1673,17,MALE,UK,Subscriber,26,Tablet
SF_1674,31,MALE,USA,Free,87,Smart TV
SF_1675,30,FEMALE,CANADA,Subscriber,49,Tablet
SF_1676,10,MALE,UK,Subscriber,445,Mobile
SF_1677,61,MALE,USA,Subscriber,470,Desktop
SF_1678,49,FEMALE,ITALY,Free,282,Tablet
SF_1679,45,MALE,INDIA,Subscriber,423,Tablet
SF_1680,16,MALE,UK,Free,334,Smart TV
SF_1681,22,MALE,USA,Subscriber,345,Tablet
SF_1682,42,MALE,ITALY,Subscriber,333,Smart TV
SF_1683,14,FEMALE,USA,Subscriber,367,Tablet
SF_1684,41,MALE,INDIA,Subscriber,482,Mobile
SF_1685,30,MALE,FRANCE,Free,118,Mobile
SF_1686,60,MALE,UK,Free,326,Mobile
SF_1687,62,MALE,UK,Subscriber,74,Desktop
SF_1688,31,FEMALE,FRANCE,Free,459,Smart TV
SF_1689,48,MALE,ITALY,Free,80,Tablet
SF_1690,63,MALE,CANADA,Subscriber,69,Mobile
SF_1691,45,FEMALE,FRANCE,Free,290,Desktop
SF_1692,11,MALE,USA,Subscriber,246,Smart TV
SF_1693,62,MALE,UK,Free,27,Tablet
SF_1694,44,MALE,UK,Subscriber,466,Smart TV
SF_1695,44,MALE,ITALY,Free,113,Tablet
SF_1696,61,MALE,FRANCE,Free,297,Desktop
SF_1697,30,FEMALE,INDIA,Free,440,Mobile
SF_1698,39,MALE,CANADA,Free,144,Desktop
SF_1699,15,FEMALE,CANADA,Subscriber,349,Desktop
SF_1700,40,MALE,FRANCE,Free,86,Tablet
SF_1701,56,FEMALE,USA,Free,156,Smart TV
SF_1702,35,MALE,INDIA,Subscriber,359,Desktop
SF_1703,63,MALE,ITALY,Free,278,Desktop
SF_1704,63,MALE,FRANCE,Free,377,Mobile
SF_1705,48,FEMALE,FRANCE,Subscriber,291,Mobile
SF_1706,65,MALE,INDIA,Subscriber,215,Tablet
SF_1707,56,MALE,CANADA,Free,49,Tablet
SF_1708,12,MALE,INDIA,Free,102,Smart TV
SF_1709,48,MALE,USA,Free,198,Mobile
SF_1710,64,MALE,INDIA,Free,32,Smart TV
SF_1711,14,FEMALE,CANADA,Subscriber,295,Desktop
SF_1712,16,MALE,USA,Free,473,Tablet
SF_1713,26,MALE,ITALY,Subscriber,103,Tablet
SF_1714,26,MALE,UK,Free,208,Mobile
SF_1715,65,MALE,FRANCE,Free,340,Mobile
SF_1716,17,MALE,UK,Free,142,Tablet
SF_1717,63,FEMALE,UK,Subscriber,498,Mobile
SF_1718,52,MALE,ITALY,Subscriber,368,Smart TV
SF_1719,13,MALE,INDIA,Free,383,Smart TV
SF_1720,44,MALE,CANADA,Free,42,Mobile
SF_1721,50,MALE,INDIA,Subscriber,275,Smart TV
SF_1722,24,MALE,USA,Free,214,Desktop
SF_1723,47,MALE,INDIA,Free,404,Desktop
